t,du1_LMI1,du1_LMI2,du1_Luen1,du1_Luen2,du1_UIO1,du1_UIO2,du1_DUIO1,du1_DUIO2
25,1.45546855010725e-05,-9.84630126277253e-06,-0.000436342180835658,5.85965330535121e-05,-0.000226207455782695,5.64255903618971e-05,0.000380960099943095,-0.000122503728827605
26,-2.09710426424259e-05,9.04891668684904e-06,-0.000283249884351022,6.68429212229427e-05,-4.56150951335665e-05,8.66723295356309e-08,-0.000181504908954189,0.000102798558103467
27,1.05475473588246e-05,-4.94579194088018e-06,-6.78469671774318e-05,1.59285095735484e-05,-5.08735001865934e-05,2.08187628067957e-05,0.000413705525420333,-0.000147585338299949
28,-6.57303781337326e-06,3.70339692179478e-06,-1.20036063349094e-05,1.59955363565611e-05,2.32494654501814e-05,-5.6978032243471e-06,-8.93304600828593e-05,7.14368421399492e-05
29,6.76587256842609e-06,-2.58249029130853e-06,5.25761881906561e-05,-5.43943527817059e-06,6.9271962597206e-06,4.72500969603273e-06,-0.000218315831732596,4.87997629776971e-05
30,-2.02287429917902e-06,1.48030685265255e-06,4.36644104166994e-05,-1.65775945881741e-06,2.75145475590044e-05,-5.81488039830269e-06,-0.000586575593734651,0.000149481931049023
31,3.39381840264164e-06,-1.27654320070114e-06,4.64287974349942e-05,-7.67447491845097e-06,1.02937392865154e-05,3.70739575483725e-07,-0.000682863161501013,0.000145521043548369
32,-9.52875707671552e-07,6.42904833370039e-07,2.53474821261257e-05,-3.08036850471538e-06,1.36915700625906e-05,-3.38241241593096e-06,-0.000265158441351776,2.05036971414607e-05
33,1.36429961211659e-06,-5.77060702888765e-07,1.78249930760932e-05,-4.01151592333004e-06,2.93411182364367e-06,7.15183836597078e-08,-0.000278002810029987,7.81131210284558e-05
34,-6.45436792900966e-07,3.14037173029802e-07,5.12659624307688e-06,-9.99103931101364e-07,3.61175193930308e-06,-1.3362997625388e-06,-0.000111250766721138,2.28050664082685e-05
35,4.51757588670887e-07,-2.39917588171212e-07,1.84036617190131e-06,-1.11308498197682e-06,-1.05940171035712e-06,3.23267255478155e-07,0.000311739637571584,-9.01771729765605e-05
36,-4.06292793297958e-07,1.61366041639965e-07,-2.41208562484774e-06,2.29080008740112e-07,-8.69396947211776e-08,-3.48801957983369e-07,-0.000145368453106087,8.79474150308202e-05
37,1.44221484754681e-07,-9.73302105578e-08,-2.1206611073854e-06,3.27222404727934e-09,-1.51725854258267e-06,3.33179434486297e-07,0.000107647699961966,-4.88282868440493e-05
38,-2.09656028093974e-07,8.00445960624785e-08,-2.57647514445569e-06,4.18678639535486e-07,-5.23663555740406e-07,-4.94621572588727e-08,-6.0567521606103e-05,3.06868441921626e-05
39,6.36364367589959e-08,-4.1888390533984e-08,-1.44403366586499e-06,1.55596537210201e-07,-8.19463478657356e-07,2.02043692554277e-07,-0.000195583134565136,5.127640737701e-05
40,-8.75316512605195e-08,3.66089416559134e-08,-1.09911014600783e-06,2.38187882750651e-07,-1.79630352370452e-07,-1.0263327077098e-08,0.000166121799046515,-7.0847222575221e-05
41,3.96121651036196e-08,-2.00072145517538e-08,-3.56904961584803e-07,6.01274612321845e-08,-2.45821858868567e-07,8.47688590432938e-08,-0.000672328092824692,0.00022449298780769
42,-3.05523379928729e-08,1.55124870726553e-08,-1.70574841806825e-07,7.46499240200649e-08,4.61425067044274e-08,-1.89191168287195e-08,-0.000120376311180115,-3.64318945879072e-05
43,2.46184885810408e-08,-1.01317396694611e-08,1.031427019349e-07,-8.75322841986659e-09,-1.38582971764833e-08,2.46750467836065e-08,-0.000285222047818223,8.52187874211263e-05
44,-1.01361039561709e-08,6.36859676106383e-09,9.73330276377027e-08,5.34318367328979e-09,8.30533399831523e-08,-1.91874227617461e-08,-0.000258452209732196,5.84659617235417e-05
45,1.29112305291557e-08,-5.01798425034394e-09,1.41060044756003e-07,-2.26525698199254e-08,2.52348315576967e-08,4.65297333995807e-09,-0.000186966316515547,3.99921924052471e-05
46,-4.25022794736662e-09,2.72769806741735e-09,8.0652608813736e-08,-7.43934736036067e-09,4.85754143575434e-08,-1.2041970975929e-08,-0.000237396333426121,6.31018821435347e-05
47,5.58025403663009e-09,-2.32088326335145e-09,6.66105218760649e-08,-1.40100500090057e-08,1.05279025497396e-08,1.04926312083364e-09,-0.000579917661798324,0.000159381307669237
48,-2.4653150632048e-09,1.27954979944889e-09,2.35560522199307e-08,-3.48411122175207e-09,1.62362452371667e-08,-5.32723731794249e-09,0.000161739245352344,-0.000100718752774842
49,2.04071787246463e-09,-9.9920294260869e-10,1.3404185789101e-08,-4.87283813299655e-09,-1.89511518977614e-09,1.14493703406993e-09,-0.000545244126802749,0.000198879774584881
